GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs
663,389,axs.com,com,37183,72855,axs.com,com,666,391,37136,73047
664,390,mtv.com,com,37177,74272,mtv.com,com,664,390,37213,74637
665,28,fbi.gov,gov,37169,66387,fbi.gov,gov,668,28,37105,66549
666,391,lycos.com,com,37140,62745,lycos.com,com,662,389,37240,62840
667,41,asu.edu,edu,37034,62667,asu.edu,edu,667,41,37111,62855
668,392,bitly.com,com,37026,64827,bitly.com,com,655,386,37549,65860
669,10,ubc.ca,ca,37020,62445,ubc.ca,ca,665,10,37170,62711
670,393,airbnb.com,com,37002,71186,airbnb.com,com,669,392,37100,71493
671,2,google.co.in,in,36860,72685,google.co.in,in,671,2,36918,72847
672,394,warnerbros.com,com,36853,67927,warnerbros.com,com,670,393,36957,68338
673,82,phys.org,org,36819,64911,phys.org,org,674,82,36882,65194
674,395,scholar.google.com,com,36799,60125,scholar.google.com,com,-1,-1,-1,-1
675,396,codeplex.com,com,36796,56886,codeplex.com,com,675,394,36865,56994
676,2,army.mil,mil,36770,66387,army.mil,mil,672,2,36903,66755
677,1,ethz.ch,ch,36750,61437,ethz.ch,ch,673,1,36892,61804
678,397,philips.com,com,36723,61089,philips.com,com,678,396,36826,61383
679,20,metro.co.uk,uk,36695,71631,metro.co.uk,uk,676,20,36853,72136
680,10,google.cn,cn,36680,100739,google.cn,cn,682,10,36623,100568
681,398,techtarget.com,com,36658,60912,techtarget.com,com,680,397,36656,61029
682,399,hatenablog.com,com,36650,69604,hatenablog.com,com,685,400,36558,69612
683,400,bigcartel.com,com,36640,79039,bigcartel.com,com,677,395,36849,79511
684,83,perl.org,org,36631,58235,perl.org,org,679,83,36689,58383
685,401,1688.com,com,36568,124745,1688.com,com,689,404,36404,124534
686,402,twimg.com,com,36540,70841,twimg.com,com,683,398,36617,71155
687,403,cygwin.com,com,36526,58463,cygwin.com,com,687,402,36543,58530
688,404,gartner.com,com,36470,58398,gartner.com,com,684,399,36574,58618
689,405,blackberry.com,com,36369,66642,blackberry.com,com,688,403,36441,66914
690,406,lonelyplanet.com,com,36311,66147,lonelyplanet.com,com,686,401,36553,66845
691,29,dot.gov,gov,36300,65799,dot.gov,gov,681,29,36633,66544
692,407,4shared.com,com,36298,71733,4shared.com,com,690,405,36293,71832
693,408,shutterfly.com,com,36228,71696,shutterfly.com,com,694,409,36215,71834
694,409,globo.com,com,36196,77587,globo.com,com,693,408,36240,77747
695,410,bitnami.com,com,36192,51776,bitnami.com,com,696,410,36171,51771
696,3,dp.ua,ua,36100,71521,dp.ua,ua,695,3,36176,71694
697,5,google.com.au,au,36081,73504,google.com.au,au,698,5,36122,73816
698,411,campaign-archive1.com,com,36035,64735,campaign-archive1.com,com,692,407,36275,65225
699,412,campaign-archive2.com,com,36011,64197,campaign-archive2.com,com,691,406,36289,64721
700,30,cia.gov,gov,35979,61348,cia.gov,gov,700,30,36050,61684
701,413,csmonitor.com,com,35964,66121,csmonitor.com,com,699,412,36083,66402
702,414,getbootstrap.com,com,35890,62443,getbootstrap.com,com,701,413,35926,62462
703,415,target.com,com,35868,75906,target.com,com,704,415,35854,76135
704,2,vine.co,co,35824,67910,vine.co,co,702,2,35873,68277
705,416,lh3.googleusercontent.com,com,35754,72569,lh3.googleusercontent.com,com,706,416,35806,72635
706,417,lenovo.com,com,35746,62793,lenovo.com,com,711,418,35690,62902
707,418,windowsphone.com,com,35740,62637,windowsphone.com,com,703,414,35869,62945
708,42,caltech.edu,edu,35734,57148,caltech.edu,edu,705,42,35833,57353
709,43,tamu.edu,edu,35725,60299,tamu.edu,edu,707,43,35787,60555
710,44,tufts.edu,edu,35671,60424,tufts.edu,edu,710,44,35730,60523
711,419,securityfocus.com,com,35637,56633,securityfocus.com,com,713,419,35633,56697
712,84,dyndns.org,org,35602,61232,dyndns.org,org,708,84,35750,61539
713,420,washingtontimes.com,com,35545,66901,washingtontimes.com,com,709,417,35734,67281
714,7,aol.de,de,35503,59898,aol.de,de,590,7,39670,68112
715,421,accorhotels.com,com,35453,60420,accorhotels.com,com,723,425,35369,60287
716,21,ucl.ac.uk,uk,35442,58468,ucl.ac.uk,uk,715,21,35606,58908
717,85,openoffice.org,org,35427,59845,openoffice.org,org,717,85,35521,60064
718,422,search.yahoo.com,com,35425,59991,search.yahoo.com,com,-1,-1,-1,-1
719,1,mailchi.mp,mp,35417,65010,mailchi.mp,mp,712,1,35670,65387
720,16,hardened-php.net,net,35393,60839,hardened-php.net,net,722,16,35391,60902
721,423,today.com,com,35382,70593,today.com,com,721,424,35459,70929
722,424,members.aol.com,com,35380,61351,members.aol.com,com,714,420,35612,61638
723,425,panasonic.com,com,35374,60190,panasonic.com,com,720,423,35469,60433
724,426,youronlinechoices.com,com,35366,97312,youronlinechoices.com,com,716,421,35542,97627
725,86,unicef.org,org,35328,58614,unicef.org,org,718,86,35493,58985
726,427,mixcloud.com,com,35326,71399,mixcloud.com,com,719,422,35475,71718
727,31,gpo.gov,gov,35309,62466,gpo.gov,gov,726,31,35290,62664
728,87,imagemagick.org,org,35268,57954,imagemagick.org,org,728,87,35269,57997
729,45,bu.edu,edu,35244,58591,bu.edu,edu,724,45,35330,58798
730,428,ups.com,com,35237,58867,ups.com,com,727,427,35274,59132
731,429,computerworld.com,com,35210,57768,computerworld.com,com,730,428,35227,57932
732,430,thomsonreuters.com,com,35165,55942,thomsonreuters.com,com,746,438,34894,55770
733,431,autodesk.com,com,35138,59705,autodesk.com,com,732,429,35200,59774
734,32,fcc.gov,gov,35134,59775,fcc.gov,gov,731,32,35209,60004
735,432,douban.com,com,35089,85949,douban.com,com,725,426,35306,87072
736,2,web.id,id,35053,65797,web.id,id,733,2,35128,66010
737,88,coursera.org,org,35039,57438,coursera.org,org,736,88,35091,57615
738,433,theconversation.com,com,35015,63817,theconversation.com,com,737,432,35084,64109
739,46,northwestern.edu,edu,35001,59657,northwestern.edu,edu,739,46,35059,59888
740,17,discuz.net,net,34986,113383,discuz.net,net,743,17,34942,112901
741,434,mcafee.com,com,34972,57893,mcafee.com,com,738,433,35064,58136
742,10,goo.ne.jp,jp,34971,77450,goo.ne.jp,jp,729,10,35228,77986
743,435,prestashop.com,com,34937,76683,prestashop.com,com,741,435,34986,76872
744,436,500px.com,com,34932,67510,500px.com,com,740,434,35011,67678
745,437,xbox.com,com,34865,65514,xbox.com,com,749,440,34862,65694
746,438,ea.com,com,34858,65799,ea.com,com,745,437,34923,66174
747,439,list-manage2.com,com,34858,62370,list-manage2.com,com,735,431,35093,62842
748,440,uber.com,com,34835,61697,uber.com,com,750,441,34857,61980
749,441,icloud.com,com,34834,61027,icloud.com,com,742,436,34985,61558
750,442,dedecms.com,com,34827,199943,dedecms.com,com,760,446,34700,198380
751,6,vic.gov.au,au,34826,66911,vic.gov.au,au,744,6,34935,67291
752,443,hubpages.com,com,34823,69070,hubpages.com,com,751,442,34856,69268
753,444,people.com,com,34789,69741,people.com,com,747,439,34893,70103
754,89,en.wiktionary.org,org,34774,63894,en.wiktionary.org,org,753,89,34845,64115
755,445,aliyun.com,com,34751,144173,aliyun.com,com,757,444,34744,144057
756,1,tiny.cc,cc,34738,59045,tiny.cc,cc,754,1,34822,59268
757,446,history.com,com,34727,65800,history.com,com,752,443,34853,66226
758,18,secureserver.net,net,34723,89794,secureserver.net,net,762,19,34655,89938
759,22,timesonline.co.uk,uk,34689,60141,timesonline.co.uk,uk,748,22,34886,60569
760,1,haxx.se,se,34686,55149,haxx.se,se,758,1,34728,55255
761,447,bostonglobe.com,com,34683,66776,bostonglobe.com,com,697,411,36143,70152
762,90,jstor.org,org,34649,58939,jstor.org,org,763,90,34650,59063
763,448,softpedia.com,com,34635,64043,softpedia.com,com,759,445,34703,64258
764,19,comcast.net,net,34623,61974,comcast.net,net,756,18,34762,62267
765,33,energy.gov,gov,34617,61872,energy.gov,gov,764,33,34647,62104
766,11,news.sina.com.cn,cn,34574,119895,news.sina.com.cn,cn,-1,-1,-1,-1
767,6,lefigaro.fr,fr,34532,63916,lefigaro.fr,fr,755,6,34786,64939
768,91,gutenberg.org,org,34531,60283,gutenberg.org,org,765,91,34615,60492
769,449,canalblog.com,com,34520,65823,canalblog.com,com,761,447,34679,66689
770,450,googleapis.com,com,34510,60398,googleapis.com,com,766,448,34565,60566
771,451,thehill.com,com,34380,66438,thehill.com,com,768,449,34439,66768
772,452,pastebin.com,com,34380,63108,pastebin.com,com,770,451,34396,63239
773,92,acm.org,org,34320,53249,acm.org,org,777,94,34309,53266
774,453,msnbc.com,com,34315,61821,msnbc.com,com,771,452,34392,62062
775,454,hyatt.com,com,34300,59128,hyatt.com,com,778,454,34304,59394
776,455,altavista.com,com,34299,54931,altavista.com,com,788,460,34193,54393
777,456,unsplash.com,com,34259,67509,unsplash.com,com,769,450,34417,67669
778,93,nejm.org,org,34257,59692,nejm.org,org,774,92,34349,59899
779,47,wustl.edu,edu,34255,55278,wustl.edu,edu,772,47,34391,55494
780,457,indeed.com,com,34226,61688,indeed.com,com,782,456,34244,61825
781,34,dhs.gov,gov,34220,58288,dhs.gov,gov,779,34,34302,58647
782,94,moodle.org,org,34216,55477,moodle.org,org,775,93,34325,55608
783,458,envato.com,com,34203,74617,envato.com,com,601,357,39258,89400
784,20,ovh.net,net,34200,69062,ovh.net,net,767,20,34501,69993
785,459,gamespot.com,com,34191,66743,gamespot.com,com,783,457,34216,66929
786,6,ucoz.ru,ru,34171,71766,ucoz.ru,ru,780,6,34295,71835
787,4,ca.us,us,34154,62320,ca.us,us,776,4,34311,62604
788,460,oath.com,com,34130,58943,oath.com,com,446,273,44261,80576
789,3,g.co,co,34129,58380,g.co,co,786,3,34212,58676
790,461,gettyimages.com,com,34125,64787,gettyimages.com,com,785,459,34212,65142
791,462,eu.com,com,34103,59464,eu.com,com,773,453,34359,59864
792,463,themegrill.com,com,34065,81385,themegrill.com,com,790,462,34077,81421
793,464,typeform.com,com,34018,59415,typeform.com,com,789,461,34170,59717
794,95,it.wikipedia.org,org,33984,71068,it.wikipedia.org,org,791,95,34059,71365
795,465,hc360.com,com,33974,113168,hc360.com,com,799,468,33829,113051
796,466,localiser-ip.com,com,33970,56642,localiser-ip.com,com,781,455,34257,57351
797,467,disney.com,com,33961,60503,disney.com,com,784,458,34214,61177
798,7,asso.fr,fr,33936,64435,asso.fr,fr,787,7,34210,65420
799,468,fedex.com,com,33936,57850,fedex.com,com,792,463,33989,57987
800,48,pitt.edu,edu,33854,55546,pitt.edu,edu,794,48,33928,55665
801,469,blogs.com,com,33828,61464,blogs.com,com,795,465,33913,61833
802,470,mercurynews.com,com,33824,63969,mercurynews.com,com,796,466,33893,64265
803,471,icq.com,com,33788,62685,icq.com,com,797,467,33893,62889
804,49,ncsu.edu,edu,33729,55976,ncsu.edu,edu,798,49,33837,56179
805,472,liveleak.com,com,33696,63359,liveleak.com,com,800,469,33766,63659
806,5,tx.us,us,33666,64346,tx.us,us,802,5,33698,64612
807,473,voanews.com,com,33635,59515,voanews.com,com,805,472,33677,59744
808,474,plusone.google.com,com,33623,74279,plusone.google.com,com,808,474,33523,74149
809,475,huanqiu.com,com,33617,111537,huanqiu.com,com,811,476,33484,111249
810,23,ed.ac.uk,uk,33602,53326,ed.ac.uk,uk,804,23,33678,53628
811,476,seattletimes.com,com,33599,63853,seattletimes.com,com,801,470,33751,64259
812,477,metacafe.com,com,33573,62615,metacafe.com,com,803,471,33695,62913
813,478,hpe.com,com,33568,50455,hpe.com,com,793,464,33982,50968
814,479,item.taobao.com,com,33555,84345,item.taobao.com,com,809,475,33518,84284
815,1,sapo.pt,pt,33496,63117,sapo.pt,pt,807,1,33642,63387
816,2,cba.pl,pl,33459,64489,cba.pl,pl,810,2,33513,64575
817,480,googlepages.com,com,33452,56077,googlepages.com,com,806,473,33648,56331
818,50,gatech.edu,edu,33367,53180,gatech.edu,edu,813,50,33466,53484
819,481,snopes.com,com,33318,61877,snopes.com,com,819,479,33335,62176
820,96,postimg.org,org,33313,64054,postimg.org,org,814,96,33421,64319
821,482,pbs.twimg.com,com,33306,63581,pbs.twimg.com,com,816,478,33390,63906
822,51,hawaii.edu,edu,33290,55388,hawaii.edu,edu,815,51,33391,55526
823,483,perl.com,com,33270,52723,perl.com,com,822,481,33276,52767
824,97,gimp.org,org,33267,57922,gimp.org,org,817,97,33369,58094
825,484,medscape.com,com,33265,58794,medscape.com,com,812,477,33483,59013
826,98,videolan.org,org,33210,55542,videolan.org,org,818,98,33337,55779
827,485,digital.com,com,33193,52136,digital.com,com,823,482,33246,52178
828,486,starwoodhotels.com,com,33179,54754,starwoodhotels.com,com,832,488,33010,54565
829,487,vanityfair.com,com,33174,64178,vanityfair.com,com,827,485,33144,64480
830,488,ask.com,com,33174,58567,ask.com,com,824,483,33220,58752
831,489,purevolume.com,com,33093,59478,purevolume.com,com,825,484,33201,59605
832,490,reverbnation.com,com,33091,66552,reverbnation.com,com,821,480,33279,66913
833,52,ucsb.edu,edu,33076,54967,ucsb.edu,edu,826,52,33168,55179
834,35,va.gov,gov,33041,62722,va.gov,gov,828,35,33125,62888
835,53,osu.edu,edu,32999,56161,osu.edu,edu,830,53,33070,56409
836,491,moz.com,com,32988,61256,moz.com,com,833,489,33006,61415
837,492,squidoo.com,com,32958,63720,squidoo.com,com,829,486,33085,63998
838,493,mckinsey.com,com,32892,54343,mckinsey.com,com,839,492,32924,54470
839,36,justice.gov,gov,32887,59821,justice.gov,gov,836,36,32969,60099
840,99,mediawiki.org,org,32882,52292,mediawiki.org,org,834,99,33003,52529
841,494,foodnetwork.com,com,32876,70646,foodnetwork.com,com,855,501,32594,70420
842,495,lego.com,com,32862,60114,lego.com,com,838,491,32929,60332
843,100,cancer.org,org,32859,59826,cancer.org,org,835,100,32982,60175
844,54,utah.edu,edu,32824,53700,utah.edu,edu,840,54,32905,53888
845,496,twitpic.com,com,32790,62286,twitpic.com,com,841,493,32903,62660
846,497,channel4.com,com,32783,60760,channel4.com,com,831,487,33023,61392
847,1,google.com.hk,hk,32715,71194,google.com.hk,hk,854,1,32612,70986
848,101,nobelprize.org,org,32705,52953,nobelprize.org,org,844,102,32758,53210
849,37,ny.gov,gov,32694,63688,ny.gov,gov,846,37,32730,63856
850,102,redcross.org,org,32694,61726,redcross.org,org,842,101,32846,62121
851,498,comsenz.com,com,32681,104392,comsenz.com,com,852,499,32619,103907
852,499,gallup.com,com,32677,58124,gallup.com,com,843,494,32762,58465
853,500,nbc.com,com,32660,61041,nbc.com,com,849,497,32682,61330
854,103,imf.org,org,32659,51547,imf.org,org,845,103,32738,51763
855,501,amd.com,com,32649,52861,amd.com,com,847,495,32723,53084
856,502,espn.com,com,32643,60434,espn.com,com,876,514,32283,60240
857,503,force.com,com,32617,51875,force.com,com,848,496,32687,52311
858,504,fool.com,com,32603,56698,fool.com,com,851,498,32641,56873
859,505,billboard.com,com,32579,62399,billboard.com,com,853,500,32616,62665
860,506,bestbuy.com,com,32566,57732,bestbuy.com,com,857,502,32590,57885
861,104,edublogs.org,org,32557,58607,edublogs.org,org,850,104,32656,58772
862,55,vt.edu,edu,32547,53042,vt.edu,edu,856,55,32592,53235
863,3,or.id,id,32540,59684,or.id,id,859,3,32570,59790
864,12,zol.com.cn,cn,32517,86328,zol.com.cn,cn,867,12,32401,86236
865,507,usps.com,com,32494,60191,usps.com,com,864,507,32487,60456
866,508,snapchat.com,com,32452,59921,snapchat.com,com,860,504,32549,60144
867,509,cc.com,com,32449,59802,cc.com,com,858,503,32576,60138
868,2,in.th,th,32426,61033,in.th,th,861,2,32544,61419
869,510,wn.com,com,32421,56784,wn.com,com,910,533,31627,55623
870,511,fujitsu.com,com,32371,51844,fujitsu.com,com,862,505,32497,52047
871,512,americanexpress.com,com,32360,55577,americanexpress.com,com,878,516,32272,55484
872,513,thawte.com,com,32359,51262,thawte.com,com,865,508,32432,51348
873,514,thelancet.com,com,32337,55291,thelancet.com,com,863,506,32496,55667
874,515,nasdaq.com,com,32332,53385,nasdaq.com,com,871,511,32385,53566
875,516,ssrn.com,com,32318,53021,ssrn.com,com,870,510,32394,53211
876,21,speedtest.net,net,32308,51677,speedtest.net,net,869,22,32395,51888
877,22,pixnet.net,net,32307,57608,pixnet.net,net,868,21,32395,57774
878,8,amazon.fr,fr,32280,66263,amazon.fr,fr,897,8,31871,65485
879,3,esy.es,es,32250,60738,esy.es,es,874,3,32339,60860
880,517,istockphoto.com,com,32245,61634,istockphoto.com,com,866,509,32410,61947
881,518,imageshack.com,com,32234,60933,imageshack.com,com,884,519,32137,60660
882,24,huffingtonpost.co.uk,uk,32220,58212,huffingtonpost.co.uk,uk,872,24,32376,58697
883,105,heart.org,org,32216,57920,heart.org,org,879,105,32253,58089
884,519,bell-labs.com,com,32211,50123,bell-labs.com,com,880,517,32247,50203
885,520,nifty.com,com,32179,72570,nifty.com,com,881,518,32233,72766
886,521,pwc.com,com,32168,50850,pwc.com,com,873,512,32344,51165
887,522,xkcd.com,com,32161,56959,xkcd.com,com,875,513,32297,57283
888,38,usembassy.gov,gov,32156,53513,usembassy.gov,gov,883,38,32184,53717
889,523,sap.com,com,32130,52051,sap.com,com,877,515,32277,52286
890,11,geocities.jp,jp,32127,73878,geocities.jp,jp,882,11,32204,74078
891,106,isc.org,org,32048,49939,isc.org,org,889,106,32052,49968
892,524,scmp.com,com,32038,55931,scmp.com,com,885,520,32119,56263
893,525,pinimg.com,com,32035,61910,pinimg.com,com,888,522,32069,62153
894,7,google.ru,ru,32007,69593,google.ru,ru,892,7,32009,69733
895,526,rebelmouse.com,com,31984,56909,rebelmouse.com,com,890,523,32042,57141
896,527,garmin.com,com,31901,54895,garmin.com,com,887,521,32103,55209
897,1,vatican.va,va,31900,57682,vatican.va,va,895,1,31930,57906
898,8,welt.de,de,31893,70761,welt.de,de,886,8,32103,71577
899,39,wa.gov,gov,31886,60114,wa.gov,gov,891,39,32037,60485
900,528,avg.com,com,31852,54580,avg.com,com,894,524,31934,54772
901,2,admin.ch,ch,31837,57303,admin.ch,ch,893,2,31960,57743
902,107,pt.wikipedia.org,org,31836,64227,pt.wikipedia.org,org,896,107,31901,64435
903,529,alipay.com,com,31815,78199,alipay.com,com,902,527,31763,78132
904,8,liveinternet.ru,ru,31814,69639,liveinternet.ru,ru,899,8,31806,69693
905,530,smithsonianmag.com,com,31803,59085,smithsonianmag.com,com,901,526,31772,59318
906,9,blogspot.ru,ru,31783,60457,blogspot.ru,ru,911,10,31622,60126
907,10,ok.ru,ru,31748,79979,ok.ru,ru,905,9,31696,79946
908,531,000webhostapp.com,com,31732,59455,000webhostapp.com,com,903,528,31711,59395
909,108,eurekalert.org,org,31705,53110,eurekalert.org,org,900,108,31780,53354
910,532,boutell.com,com,31704,50558,boutell.com,com,904,529,31704,50598
911,533,jamanetwork.com,com,31678,56722,jamanetwork.com,com,898,525,31816,57037
912,12,blogspot.jp,jp,31671,60479,blogspot.jp,jp,909,12,31629,60684
913,534,techradar.com,com,31620,53785,techradar.com,com,906,530,31692,53958
914,535,cafepress.com,com,31614,60396,cafepress.com,com,914,535,31606,60620
915,536,libsyn.com,com,31582,61920,libsyn.com,com,907,531,31672,62324
916,537,trendmicro.com,com,31555,50376,trendmicro.com,com,908,532,31654,50681
917,538,rapidshare.com,com,31549,55803,rapidshare.com,com,918,538,31555,56046
918,3,cern.ch,ch,31530,49769,cern.ch,ch,913,3,31608,49946
919,539,medicalnewstoday.com,com,31507,58878,medicalnewstoday.com,com,916,536,31576,58994
920,25,www.nhs.uk,uk,31497,60533,www.nhs.uk,uk,915,25,31604,61025
921,23,boingboing.net,net,31453,59689,boingboing.net,net,920,23,31514,59980
922,540,strikingly.com,com,31441,54770,strikingly.com,com,917,537,31566,55009
923,541,philly.com,com,31436,60621,philly.com,com,912,534,31619,60924
924,542,gstatic.com,com,31428,55981,gstatic.com,com,919,539,31540,56229
925,543,denverpost.com,com,31402,59660,denverpost.com,com,921,540,31473,60002
926,40,weather.gov,gov,31379,58835,weather.gov,gov,922,40,31444,59092
927,13,cri.cn,cn,31364,75190,cri.cn,cn,928,13,31317,74915
928,9,ccc.de,de,31356,54562,ccc.de,de,926,9,31354,54638
929,544,posterous.com,com,31310,56378,posterous.com,com,923,541,31437,56686
930,545,linksynergy.com,com,31307,65142,linksynergy.com,com,925,543,31411,65491
931,6,telegram.me,me,31229,71490,telegram.me,me,930,6,31279,71605
932,1,blogspot.nl,nl,31175,60066,blogspot.nl,nl,927,1,31321,60447
933,546,avast.com,com,31157,53890,avast.com,com,929,544,31299,54064
934,41,congress.gov,gov,31148,55126,congress.gov,gov,933,41,31205,55335
935,547,real.com,com,31087,51410,real.com,com,934,546,31200,51569
936,2,google.nl,nl,31065,73452,google.nl,nl,931,2,31241,74009
937,109,ja.wikipedia.org,org,31040,69980,ja.wikipedia.org,org,936,109,31047,69974
938,548,bluehost.com,com,31033,62048,bluehost.com,com,932,545,31216,62653
939,7,nsw.gov.au,au,30993,58849,nsw.gov.au,au,935,7,31056,59211
940,13,livedoor.jp,jp,30966,69460,livedoor.jp,jp,944,13,30911,69573
941,549,ggpht.com,com,30951,58276,ggpht.com,com,937,547,31006,58463
942,11,rambler.ru,ru,30942,73146,rambler.ru,ru,945,11,30897,73182
943,550,eonline.com,com,30936,61924,eonline.com,com,940,550,30948,62167
944,14,b.hatena.ne.jp,jp,30932,75139,b.hatena.ne.jp,jp,951,14,30866,74998
945,551,proofpoint.com,com,30932,47387,proofpoint.com,com,950,555,30870,47513
946,552,tmz.com,com,30909,64687,tmz.com,com,939,549,30967,65147
947,553,patch.com,com,30891,64479,patch.com,com,938,548,30994,64795
948,42,cancer.gov,gov,30877,52617,cancer.gov,gov,942,42,30945,52878
949,11,amazon.ca,ca,30862,61353,amazon.ca,ca,941,11,30948,61509
950,554,popsci.com,com,30833,52865,popsci.com,com,949,554,30872,53124
951,555,click.linksynergy.com,com,30802,64286,click.linksynergy.com,com,943,551,30913,64609
952,556,patreon.com,com,30796,61113,patreon.com,com,948,553,30879,61252
953,110,khanacademy.org,org,30765,50806,khanacademy.org,org,947,110,30886,51052
954,557,nj.com,com,30746,58702,nj.com,com,953,556,30827,59056
955,3,google.pl,pl,30719,81803,google.pl,pl,954,3,30788,81888
956,558,ey.com,com,30675,48071,ey.com,com,946,552,30892,48371
957,559,rottentomatoes.com,com,30650,56518,rottentomatoes.com,com,957,559,30697,56760
958,560,herokuapp.com,com,30625,53117,herokuapp.com,com,956,558,30716,53315
959,561,athemes.com,com,30617,72926,athemes.com,com,960,560,30664,72954
960,43,dol.gov,gov,30606,54645,dol.gov,gov,958,43,30681,54781
961,111,consumerreports.org,org,30598,57241,consumerreports.org,org,963,112,30610,57420
962,562,miamiherald.com,com,30583,57159,miamiherald.com,com,966,563,30571,57278
963,563,lulu.com,com,30578,58542,lulu.com,com,955,557,30728,58866
964,564,rediff.com,com,30571,58274,rediff.com,com,961,561,30631,58442
965,4,od.ua,ua,30546,60194,od.ua,ua,967,4,30553,60177
966,565,withgoogle.com,com,30532,49836,withgoogle.com,com,1014,586,29528,48182
967,26,demon.co.uk,uk,30497,50677,demon.co.uk,uk,959,26,30681,50982
968,27,standard.co.uk,uk,30493,57111,standard.co.uk,uk,964,27,30604,57551
969,566,kaspersky.com,com,30491,49038,kaspersky.com,com,965,562,30575,49192
970,3,coe.int,int,30453,51125,coe.int,int,962,3,30631,51465
971,4,iso.ch,ch,30447,47642,iso.ch,ch,970,4,30475,47698
972,112,squid-cache.org,org,30424,48201,squid-cache.org,org,971,113,30447,48257
973,567,trello.com,com,30393,52567,trello.com,com,969,564,30485,52722
974,1,gv.at,at,30358,59528,gv.at,at,968,1,30552,60191
975,113,en.m.wikipedia.org,org,30341,54724,en.m.wikipedia.org,org,973,114,30360,54947
976,568,outlook.com,com,30338,47091,outlook.com,com,975,566,30339,47188
977,6,mn.us,us,30321,54493,mn.us,us,972,6,30405,54784
978,14,t.cn,cn,30299,80456,t.cn,cn,981,14,30210,80185
979,569,ew.com,com,30296,56848,ew.com,com,979,569,30277,57111
980,570,smashingmagazine.com,com,30266,53586,smashingmagazine.com,com,976,567,30336,53716
981,571,startribune.com,com,30256,57454,startribune.com,com,974,565,30359,57715
982,572,huawei.com,com,30228,49766,huawei.com,com,984,571,30168,49808
983,573,thestreet.com,com,30214,52368,thestreet.com,com,734,430,35094,63663
984,4,info.pl,pl,30200,61622,info.pl,pl,978,4,30290,61748
985,574,xe.com,com,30092,52372,xe.com,com,977,568,30296,52685
986,4,esa.int,int,30087,48807,esa.int,int,980,4,30247,49080
987,56,oregonstate.edu,edu,30065,50398,oregonstate.edu,edu,982,56,30184,50557
988,44,fema.gov,gov,30037,53205,fema.gov,gov,986,44,30150,53480
989,575,atlassian.com,com,30037,43681,atlassian.com,com,985,572,30155,43795
990,576,sputniknews.com,com,29982,56583,sputniknews.com,com,983,570,30182,57053
991,57,uga.edu,edu,29946,49478,uga.edu,edu,990,57,30010,49672
992,577,docker.com,com,29928,46338,docker.com,com,992,575,29948,46408
993,578,redbull.com,com,29922,52789,redbull.com,com,994,576,29921,52942
994,12,msk.ru,ru,29921,60145,msk.ru,ru,987,12,30113,60630
995,579,biblegateway.com,com,29898,60897,biblegateway.com,com,991,574,29989,61138
996,10,mpg.de,de,29883,49119,mpg.de,de,988,10,30045,49453
997,580,searchengineland.com,com,29837,53618,searchengineland.com,com,995,577,29875,53723
998,24,phpmyadmin.net,net,29813,50153,phpmyadmin.net,net,993,24,29923,50284
999,45,medlineplus.gov,gov,29810,52802,medlineplus.gov,gov,1007,45,29663,52410
1000,581,hm.com,com,29805,57781,hm.com,com,989,573,30022,58159
